type,quality,fixed acidity,volatile acidity,citric acid,pH,sulphates,alcohol
white,6,6.5,0.2,0.5,2.94,0.64,8.8
white,5,6.7,0.25,0.31,3.16,0.53,9.5
white,6,6.6,0.22,0.36,3.2,0.47,11.8
white,6,6.8,0.25,0.37,3.14,0.45,12.2
white,6,7,0.13,0.37,3.05,0.55,10.7
white,6,7,0.45,0.34,3.07,0.38,11
white,6,7.2,0.32,0.3,2.99,0.44,11.4
white,6,7,0.13,0.37,3.05,0.55,10.7
white,6,5.9,0.34,0.3,3.09,0.34,12
white,8,6.8,0.22,0.31,3.02,0.39,11.9
white,6,7.2,0.32,0.3,2.99,0.44,11.4
white,6,8.4,0.32,0.35,3.02,0.34,11.8
white,4,6.8,0.27,0.29,3.34,0.48,10.6
white,5,8,0.74,0.21,3.06,0.38,9.7
white,6,7,0.45,0.34,3.07,0.38,11
white,6,7,0.13,0.37,3.05,0.55,10.7
white,7,5.4,0.22,0.29,3.76,0.63,11
white,6,8.4,0.22,0.3,2.99,0.34,10.5
white,5,7.4,0.32,0.22,3.1,0.45,10.4
white,6,7.5,0.18,0.37,3.2,0.55,10.5
white,8,7.1,0.47,0.29,3.12,0.48,12
white,8,7.1,0.47,0.29,3.12,0.48,12
white,6,5.8,0.19,0.25,3.22,0.41,9.2
white,5,6.7,0.14,0.46,3.37,0.49,10.9
white,6,6.8,0.24,0.38,3.15,0.5,9.5
white,6,6.9,0.25,0.47,3.15,0.55,9.4
white,7,6,0.24,0.33,3.13,0.5,11.3
white,5,6.8,0.29,0.34,3.42,0.58,10.4
white,6,6.3,0.33,0.42,3.26,0.57,9.4
white,6,6.5,0.23,0.45,3.02,0.52,11.3
white,6,6.3,0.27,0.29,3.14,0.4,8.8
white,5,6.3,0.2,0.37,3.2,0.35,10.8
white,6,6.2,0.33,0.41,3.25,0.57,9.4
white,6,6.3,0.33,0.42,3.26,0.57,9.4
white,6,7.2,0.21,1,2.95,0.43,9.2
white,6,6,0.27,0.3,3.12,0.53,10.3
white,6,5.7,0.12,0.26,3.09,0.57,9.9
white,6,6.9,0.24,0.37,3.19,0.34,12.4
white,5,7.7,0.18,0.53,3.11,0.44,11.9
white,6,7.1,0.17,0.43,3.11,0.56,11.7
white,5,7.5,0.33,0.38,2.98,0.57,9.4
white,4,6.2,0.255,0.24,3.53,0.53,9.6
white,5,7.5,0.33,0.38,2.98,0.57,9.4
white,7,5.6,0.2,0.66,2.98,0.43,10.4
white,5,7.6,0.17,0.36,3.09,0.47,9.5
white,6,5.8,0.15,0.31,3.2,0.43,11.9
white,6,6.3,0.25,0.44,3.18,0.4,12.5
white,5,6.9,0.28,0.41,3.16,0.4,13.4
white,5,7.2,0.27,0.37,3.13,0.84,12.7
white,5,6.2,0.25,0.38,3.17,0.46,9.1
white,6,8.5,0.19,0.48,2.9,0.5,10.5
white,5,6.2,0.25,0.54,3.19,0.7,10.4
white,5,6.2,0.25,0.54,3.19,0.7,10.4
white,8,6.8,0.28,0.43,3.08,0.59,12.5
white,5,6.2,0.25,0.54,3.19,0.7,10.4
white,5,7.4,0.21,0.8,2.95,0.48,9
white,6,7,0.15,0.38,3.18,0.42,9.8
white,5,7.4,0.21,0.8,2.95,0.48,9
white,4,7.3,0.28,0.42,3.17,0.43,10.7
white,6,6.1,0.18,0.38,3.16,0.49,12.4
white,8,7,0.53,0.43,3.08,0.5,12.5
white,8,6.8,0.28,0.43,3.08,0.59,12.5
white,7,6.5,0.36,0.38,3.1,0.43,12.1
white,6,7.5,0.25,0.47,2.92,0.59,11.3
white,5,6.7,0.24,0.41,3.25,0.43,12
white,5,6.6,0.25,0.33,3.28,0.6,10.4
white,7,6.4,0.15,0.4,3.11,0.46,12.2
white,5,6.3,0.28,0.3,3.05,0.43,8.6
white,5,6.2,0.25,0.38,3.17,0.46,9.1
white,5,7.1,0.28,0.35,2.96,0.33,12.1
white,5,6.6,0.35,0.34,3.32,0.81,12
white,6,8.5,0.19,0.48,2.9,0.5,10.5
white,5,6.2,0.25,0.54,3.19,0.7,10.4
white,6,6,0.35,0.51,3.46,0.42,11.9
white,7,5.8,0.31,0.32,3.25,0.52,13.7
white,6,6.6,0.17,0.35,3.22,0.72,11.3
white,6,8.5,0.23,0.4,3.02,0.42,10.5
white,7,5.8,0.31,0.32,3.25,0.52,13.7
white,3,6.1,0.2,0.34,3.14,0.44,10.1
white,6,6.3,0.37,0.37,2.94,0.39,12.3
white,7,6.2,0.36,0.38,3.06,0.33,12
white,6,6.6,0.17,0.35,3.22,0.72,11.3
white,6,6.3,0.28,0.47,3.12,0.51,9.5
white,6,7.6,0.27,0.52,3.02,0.53,11.4
white,7,7,0.25,0.45,3.16,0.48,11.9
white,6,9.7,0.24,0.49,2.85,0.54,10
white,6,9.7,0.24,0.49,2.85,0.54,10
white,7,6.8,0.13,0.39,3.23,0.6,11.3
white,5,6.6,0.78,0.5,3.25,0.48,11.7
white,7,5.1,0.33,0.27,3.36,0.39,11
white,7,6.7,0.34,0.4,2.97,0.48,12.2
white,7,6.7,0.14,0.51,2.91,0.54,10.7
white,6,7,0.26,0.34,3.11,0.34,10.9
white,6,6.5,0.29,0.26,3.17,0.38,10.2
white,7,7,0.25,0.45,3.16,0.48,11.9
white,5,7.6,0.21,0.49,3.15,0.48,11.1
white,6,7.7,0.26,0.51,3,0.5,11.2
white,6,7.6,0.27,0.52,3.02,0.53,11.4
white,6,7.7,0.25,0.49,3.07,0.57,10.6
white,5,7.6,0.35,0.46,3.03,0.53,10.3
white,4,6.9,0.3,0.36,3.4,0.57,10.4
white,6,6.7,0.24,0.46,3.1,0.62,11.9
white,7,6.5,0.23,0.39,3.19,0.43,11.9
white,5,7.6,0.23,0.34,3.12,0.7,10.4
white,6,6.5,0.24,0.39,3.11,0.47,9.2
white,6,6.3,0.17,0.32,3.24,0.43,11.3
white,6,6.3,0.17,0.32,3.24,0.43,11.3
white,7,6.7,0.21,0.37,3.25,0.5,11
white,7,6.5,0.23,0.39,3.19,0.43,11.9
white,7,5.9,0.28,0.39,3.08,0.64,12.9
white,5,5.9,0.19,0.37,3.09,0.31,10.8
white,6,6.2,0.25,0.42,3.16,0.47,9.1
white,5,7.6,0.23,0.34,3.12,0.7,10.4
white,6,5.6,0.18,0.27,3.35,0.37,12.9
white,5,5.5,0.18,0.22,3.46,0.44,12.2
white,6,6.5,0.24,0.39,3.11,0.47,9.2
white,5,7.4,0.23,0.38,3.06,0.46,10.3
white,7,7.2,0.17,0.37,3.08,0.46,11
white,5,7.6,0.3,0.38,3.17,0.65,11
white,6,5,0.24,0.21,3.69,0.62,11.7
white,6,6.1,0.21,0.38,3.2,0.43,12
white,6,6.5,0.33,0.38,3.17,0.43,12.7
white,5,6.3,0.35,0.26,3.11,0.49,8.8
white,6,6.3,0.17,0.32,3.24,0.43,11.3
white,6,6.6,0.25,0.35,3.19,0.4,12.8
white,6,6.5,0.16,0.33,3.18,0.44,11.2
white,6,6.6,0.39,0.39,3.26,0.51,8.9
white,5,5.6,0.19,0.27,3.5,0.39,11.2
white,6,6.2,0.25,0.39,3.23,0.4,11.1
white,6,6.9,0.22,0.43,3.05,0.51,10.8
white,6,6.2,0.19,0.29,3.18,0.42,9.3
white,6,6.6,0.39,0.39,3.26,0.51,8.9
white,7,5.9,0.33,0.32,3.22,0.36,12.7
white,6,7.8,0.17,0.5,3.16,0.4,12
white,5,5.5,0.19,0.27,3.5,0.39,11.2
white,6,6.2,0.23,0.36,3.23,0.43,8.8
white,6,6.2,0.23,0.36,3.23,0.43,8.8
white,6,6.2,0.23,0.36,3.23,0.43,8.8
white,6,7.2,0.32,0.4,3.2,0.47,10.4
white,6,6.2,0.23,0.36,3.23,0.43,8.8
white,6,7.2,0.32,0.4,3.2,0.47,10.4
white,6,5.8,0.39,0.47,3.38,0.45,14
white,6,6.2,0.23,0.36,3.23,0.43,8.8
white,6,7.6,0.25,1.23,3.03,0.43,13.1
white,6,5.8,0.29,0.33,3.25,0.42,12.3
white,6,7.2,0.4,0.38,3.27,0.46,12.6
white,7,6.8,0.39,0.34,3.18,0.44,12
white,5,6.1,0.17,0.42,2.87,0.47,9.5
white,7,6.8,0.39,0.34,3.18,0.44,12
white,7,7.1,0.36,0.37,3.08,0.49,12.7
white,6,6.9,0.19,0.32,3.4,0.39,10.5
white,6,6.5,0.34,0.46,3.15,0.54,12.9
white,5,6.1,0.17,0.42,2.87,0.47,9.5
white,7,6.8,0.39,0.34,3.18,0.44,12
white,7,7.1,0.36,0.37,3.08,0.49,12.7
white,6,7.8,0.3,0.36,3.06,0.66,11.9
white,6,6.1,0.68,0.52,3.24,0.45,12
white,6,5.2,0.34,0.37,3.25,0.41,12.5
white,7,5.6,0.28,0.4,3.21,0.43,12.1
white,6,6.2,0.19,0.38,3.05,0.36,12.5
white,6,5.7,0.16,0.26,3.06,0.58,9.9
white,6,7.6,0.17,0.46,3.02,0.41,10.7
white,6,7.3,0.2,0.39,2.94,0.35,12
white,8,6.7,0.33,0.36,2.97,0.31,12.2
white,8,6.7,0.33,0.34,2.99,0.32,12.4
white,8,6.9,0.36,0.35,3,0.32,12.4
white,6,7.8,0.21,0.34,3.02,0.31,10.3
white,6,7.3,0.2,0.39,2.94,0.35,12
white,5,5.6,0.41,0.22,3.3,0.4,10.5
white,6,7.6,0.15,0.35,3.1,0.44,9.5
white,4,8.5,0.2,0.4,3,0.35,10.5
white,6,6.5,0.24,0.38,3.24,0.36,12.3
white,6,8.3,0.16,0.37,2.93,0.37,11.9
white,5,5.5,0.12,0.33,3.25,0.45,9.8
white,6,6.5,0.24,0.38,3.24,0.36,12.3
white,7,6.2,0.1,0.41,3.14,0.56,11.4
white,6,6.5,0.21,0.4,3.21,0.43,11
white,4,8.7,0.3,0.59,3.06,0.56,10.8
white,7,6.7,0.18,0.37,3.24,0.37,12.8
white,8,7,0.17,0.36,3.11,0.5,11
white,5,6.6,0.19,0.33,3.15,0.36,10.2
white,7,5.8,0.28,0.3,3.32,0.6,12.5
white,6,7.6,0.24,0.44,3.06,0.37,11.6
white,6,8.3,0.16,0.37,2.93,0.37,11.9
white,5,5.5,0.12,0.33,3.25,0.45,9.8
white,5,5.7,0.16,0.32,3.26,0.48,11
white,6,7,0.21,0.42,3.14,0.52,10.9
white,7,6.4,0.22,0.38,2.97,0.3,11
white,6,7.9,0.34,0.44,2.96,0.37,12.5
white,7,6.4,0.22,0.38,2.97,0.3,11
white,7,6.8,0.21,0.4,3.18,0.53,12
white,7,5.2,0.31,0.36,3.14,0.31,12.4
white,6,7.9,0.34,0.44,2.96,0.37,12.5
white,7,5.6,0.42,0.34,3.22,0.38,12.8
white,7,6.4,0.22,0.38,2.97,0.3,11
white,5,6.8,0.28,0.34,3.33,0.43,9.1
white,7,6.8,0.45,0.36,3.11,0.4,12.4
white,7,6.6,0.29,0.39,3.15,0.8,12.9
white,6,6.8,0.21,0.42,3.09,0.87,10.9
white,5,6.8,0.25,0.24,3.53,0.58,10.8
white,5,6.4,0.21,0.34,3.11,0.38,10.6
white,5,5.8,0.33,0.23,3.13,0.52,9
white,6,8.2,0.3,0.44,3.04,0.33,12
white,5,6.4,0.24,0.32,3.25,0.35,11.8
white,6,7.5,0.18,0.45,3.01,0.38,10.6
white,6,5.2,0.335,0.2,3.34,0.48,12.3
white,6,7.1,0.14,0.33,3.19,0.64,11.5
white,5,7.2,0.13,0.46,2.97,0.45,11.1
white,5,5.8,0.33,0.23,3.13,0.52,9
white,4,6.5,0.29,0.25,3,0.44,9.9
white,7,6.2,0.35,0.31,3.27,0.53,12.8
white,5,9,0.38,0.53,2.93,0.57,12.9
white,6,6.6,0.24,0.38,3.1,0.57,12.9
white,6,6.6,0.16,0.34,3.01,0.68,12
white,6,8.2,0.3,0.44,3.04,0.33,12
white,6,5.7,0.15,0.28,3.22,0.27,11.2
white,7,6.6,0.33,0.4,3.11,0.39,13.3
white,6,5.7,0.2,0.3,3.34,0.5,9.9
white,6,6.8,0.27,0.37,3.11,0.52,9.5
white,6,6.8,0.27,0.42,3.12,0.49,9.4
white,7,6.2,0.2,0.26,3.48,0.6,11
white,6,6.7,0.13,0.57,2.96,0.43,9.4
white,6,6.8,0.21,0.37,2.98,0.82,11.5
white,5,6.7,0.31,0.32,3.14,0.34,12.5
white,6,6.2,0.2,0.29,3.18,0.34,11.9
white,6,6.6,0.25,0.34,3.26,0.47,10.4
white,6,5.7,0.15,0.28,3.22,0.27,11.2
white,6,6.9,0.22,0.39,3.11,0.33,12.5
white,7,6.4,0.23,0.35,3.18,0.4,11
white,5,7.6,0.27,0.29,3.09,0.37,9.8
white,7,6.6,0.34,0.24,3.1,0.4,12.3
white,6,6.4,0.16,0.42,3.18,0.52,11
white,7,5.8,0.3,0.42,3.1,0.46,12.6
white,6,7,0.29,0.35,3.31,0.62,11.6
white,7,6.6,0.34,0.24,3.1,0.4,12.3
white,7,6.7,0.21,0.36,3.19,0.22,13.4
white,5,7.6,0.27,0.29,3.09,0.37,9.8
white,6,6.8,0.22,0.41,3.18,0.46,11.5
white,6,7.7,0.27,0.49,3.04,0.38,11.6
white,7,6.4,0.25,0.37,3.18,0.4,11.1
white,7,6.4,0.23,0.35,3.18,0.4,11
white,6,6.7,0.13,0.45,3.06,0.54,11.3
white,6,6.7,0.24,0.37,3.08,0.53,9.9
white,8,7.1,0.26,0.37,3.06,0.33,12.6
white,8,5.3,0.3,0.16,3.3,0.36,11.8
white,5,7.1,0.38,0.4,3.03,0.5,11.4
white,6,7.4,0.19,0.31,3.1,0.5,9.2
white,6,7.4,0.19,0.31,3.1,0.5,9.2
white,6,7.4,0.19,0.31,3.1,0.5,9.2
white,6,7.4,0.19,0.31,3.1,0.5,9.2
white,6,7.4,0.19,0.31,3.1,0.5,9.2
white,6,7.4,0.19,0.31,3.1,0.5,9.2
white,5,6.3,0.32,0.32,3.21,0.42,13
white,7,7.6,0.19,0.32,3.1,0.5,9.3
white,8,6.5,0.26,0.31,3.22,0.62,12.6
white,6,5.9,0.24,0.12,3.34,0.44,9.6
white,3,4.2,0.215,0.23,3.42,0.44,8.0
white,6,8.1,0.24,0.32,3.11,0.42,11.8
white,6,5.8,0.23,0.2,3.21,0.39,10.2
white,6,7.5,0.33,0.36,3.32,0.53,12.7
white,5,6.6,0.38,0.36,3.31,0.56,9.4
white,5,6.4,0.15,0.29,3.1,0.38,10.2
white,7,6.5,0.32,0.34,3.28,0.6,12
white,7,7.5,0.22,0.32,3.08,0.6,11.3
white,7,6.4,0.23,0.32,3.32,0.53,11.8
white,5,6.1,0.22,0.31,3.45,0.59,10.9
white,4,6.5,0.48,0.02,3.14,0.47,9.8
white,8,6.6,0.23,0.3,3.23,0.49,12.2
white,7,6.4,0.16,0.25,3.23,0.44,11.1
white,5,6.6,0.38,0.36,3.31,0.56,9.4
white,6,7.4,0.16,0.32,3.06,0.47,11.4
white,5,6.4,0.15,0.29,3.1,0.38,10.2
white,6,6.5,0.32,0.3,3.13,0.52,12.8
white,7,6.7,0.12,0.36,3.07,0.67,10.1
white,6,6.6,0.2,0.14,2.93,0.45,9.4
white,6,8,0.34,0.25,2.91,0.23,12.2
white,7,6.8,0.21,0.31,3.07,0.65,10.9
white,7,6.8,0.23,0.31,3.06,0.64,10.9
white,7,6.8,0.21,0.31,3.07,0.65,10.9
white,6,6.6,0.2,0.14,2.93,0.45,9.4
white,5,6.6,0.28,0.42,3.14,0.48,9.4
white,5,7.8,0.25,0.37,3.08,0.38,11.4
white,8,5.6,0.12,0.33,3.17,0.32,12.9
white,5,6.6,0.28,0.41,3.14,0.48,9.4
white,7,6.8,0.17,0.35,2.91,0.57,12
white,6,7.3,0.25,0.28,3.38,0.56,10.1
white,5,6.6,0.28,0.41,3.14,0.48,9.4
white,5,6.6,0.28,0.42,3.14,0.48,9.4
white,5,6.5,0.25,0.5,3.17,0.45,9.2
white,6,6.3,0.24,0.35,3.34,0.44,11.8
white,7,6.8,0.32,0.32,3,0.34,12.3
white,5,7.8,0.25,0.37,3.08,0.38,11.4
white,8,5.6,0.12,0.33,3.17,0.32,12.9
white,6,6.6,0.24,0.28,3.13,0.32,12.3
white,7,6.3,0.22,0.34,3.27,0.36,13.5
white,7,6,0.32,0.3,3.29,0.42,12.8
white,7,6.3,0.19,0.29,3.04,0.54,12.8
white,7,6,0.32,0.3,3.29,0.42,12.8
white,3,9.4,0.24,0.29,2.9,0.38,11
white,6,6.4,0.35,0.28,3.2,0.43,10.6
white,7,6.7,0.46,0.27,3.16,0.44,12.4
white,7,6.3,0.3,0.29,3.22,0.46,12.9
white,7,6,0.19,0.29,3.54,0.59,11.1
white,7,5.9,0.24,0.28,3.08,0.64,12.9
white,7,7.3,0.145,0.33,3.1,0.37,11.8
white,6,6.6,0.435,0.38,3.23,0.54,9.1
white,7,5.8,0.18,0.37,3.09,0.49,12.7
white,6,5.8,0.18,0.37,3.16,0.48,12
white,6,5.6,0.32,0.32,3.24,0.47,11.2
white,7,6.6,0.16,0.35,3.19,0.75,12.4
white,5,5.1,0.21,0.28,3.5,0.49,10.4
white,5,7.5,0.29,0.36,3.06,0.54,10.4
white,6,6,0.26,0.33,3.29,0.5,12.7
white,7,5.7,0.26,0.3,3.48,0.52,12.5
white,6,7.1,0.17,0.31,3.14,0.5,12
white,6,6.9,0.17,0.3,3.16,0.51,11.6
white,7,6.8,0.25,0.28,3.12,0.38,12.6
white,5,6.6,0.17,0.28,3.15,0.42,10.2
white,7,5.8,0.17,0.36,3.43,0.68,10.4
white,5,6.4,0.24,0.29,3.3,0.42,11.5
white,6,6.7,0.21,0.34,3.02,0.5,11
white,6,6.7,0.23,0.33,3.11,0.52,10.1
white,6,6.8,0.23,0.32,3.08,0.52,10.5
white,7,6.5,0.22,0.28,3.23,0.41,12.1
white,6,5.1,0.165,0.22,3.18,0.55,9.9
white,6,6.6,0.425,0.25,3.05,0.41,11.4
white,6,6.9,0.38,0.29,3,0.6,9.5
white,6,6.9,0.38,0.29,3,0.6,9.5
white,6,6.9,0.38,0.29,3,0.6,9.5
white,6,7.2,0.27,0.28,3.17,0.39,10.9
white,6,7.6,0.17,0.27,3.08,0.47,9.5
white,6,6.2,0.3,0.31,3.32,0.54,12.6
white,6,7.6,0.17,0.27,3.08,0.47,9.5
white,5,6.5,0.26,0.32,3.18,0.42,11.1
white,7,6.9,0.36,0.28,3,0.6,9.5
white,6,6.9,0.38,0.29,3,0.6,9.5
white,6,6.8,0.18,0.24,3.13,0.51,10.6
white,6,6.7,0.18,0.24,3.12,0.5,10.6
white,6,6.6,0.16,0.21,3.15,0.52,10.8
white,6,7.2,0.27,0.28,3.17,0.39,10.9
white,6,6.4,0.17,0.27,3.34,0.5,9.9
white,6,7.2,0.22,0.28,3.08,0.59,11.3
white,6,6,0.22,0.28,3.22,0.38,12.6
white,6,6.7,0.36,0.28,2.96,0.39,12.5
white,6,6.5,0.43,0.28,3.02,0.38,12.4
white,7,5.9,0.2,0.28,3.31,0.57,11.8
white,6,5.3,0.32,0.23,3.18,0.53,12.2
white,6,6.8,0.2,0.28,3.19,0.37,10.7
white,7,6,0.22,0.33,3.17,0.42,11.3
white,6,6.7,0.36,0.28,2.96,0.39,12.5
white,6,6.5,0.43,0.28,3.02,0.38,12.4
white,7,7.1,0.18,0.49,3.05,0.53,11.3
white,6,6.4,0.17,0.27,3.34,0.5,9.9
white,6,7.2,0.22,0.28,3.08,0.59,11.3
white,6,6,0.22,0.28,3.22,0.38,12.6
white,6,6,0.2,0.26,3.14,0.38,11.5
white,7,7.6,0.2,0.26,2.98,0.49,12.3
white,6,6.2,0.3,0.21,2.97,0.42,12.2
white,6,6,0.29,0.25,3.08,0.43,13.2
white,6,6.6,0.18,0.28,3.13,0.45,10.2
white,7,7,0.22,0.28,3.05,0.55,11.5
white,6,6,0.29,0.25,3.08,0.43,13.2
white,6,6.2,0.3,0.21,2.97,0.42,12.2
white,6,5.6,0.15,0.26,3.47,0.5,11
white,7,6.9,0.28,0.24,2.98,0.43,13.2
white,5,5.9,0.19,0.21,3.32,0.44,9.5
white,6,7.8,0.22,0.26,3.25,0.53,10.2
white,6,6.6,0.18,0.28,3.13,0.45,10.2
white,6,7,0.4,0.25,3,0.55,11.4
white,8,6.1,0.28,0.27,3.16,0.42,12.5
white,5,7.6,0.36,0.49,3.01,0.43,9.2
white,7,6.5,0.28,0.34,3.28,0.48,12.1
white,7,6.9,0.19,0.35,3.1,0.44,10.7
white,7,6.5,0.28,0.34,3.28,0.48,12.1
white,6,6.4,0.22,0.32,3.38,0.55,11.2
white,6,6.8,0.23,0.3,3.25,0.56,10.6
white,6,6.4,0.32,0.31,3.06,0.45,11.8
white,8,6.1,0.28,0.27,3.16,0.42,12.5
white,5,7.6,0.36,0.49,3.01,0.43,9.2
white,6,8.8,0.39,0.35,2.95,0.54,12.6
white,7,6.6,0.24,0.3,3.13,0.55,12.8
white,6,6.9,0.29,0.3,3,0.37,12.3
white,8,6.9,0.28,0.3,2.99,0.38,12.3
white,6,6.7,0.38,0.26,2.98,0.37,12.4
white,6,8,0.28,0.3,2.93,0.42,12.3
white,5,6.5,0.25,0.45,3.2,0.53,9.1
white,5,6.6,0.26,0.46,3.2,0.54,9.1
white,6,7.4,0.29,0.28,3.1,0.47,10.6
white,6,6.3,0.19,0.29,3.19,0.47,10.3
white,5,6.1,0.33,0.32,3.39,0.65,9.5
white,6,5.6,0.32,0.33,3.25,0.49,11.1
white,6,7.7,0.46,0.18,3.12,0.51,10.8
white,5,8.8,0.19,0.3,2.94,0.47,11.2
white,6,7.7,0.46,0.18,3.12,0.51,10.8
white,5,8.8,0.27,0.25,2.87,0.49,11.4
white,6,5.8,0.18,0.28,3.21,0.52,11.2
white,6,5.8,0.15,0.32,3.19,0.5,10.2
white,6,5.6,0.32,0.33,3.25,0.49,11.1
white,5,6.1,0.33,0.32,3.39,0.65,9.5
white,6,7.1,0.32,0.3,3.12,0.49,10.2
white,3,6.2,0.23,0.35,3.37,0.43,11
white,7,8.9,0.3,0.35,3.15,0.45,11.5
white,6,6,0.14,0.17,3.05,0.57,9.8
white,6,6.8,0.24,0.29,3.11,0.51,10.1
white,6,6.7,0.21,0.48,2.95,0.75,8.8
white,7,8.9,0.3,0.35,3.15,0.45,11.5
white,7,6.1,0.3,0.3,3.39,0.43,12.7
white,6,7.2,0.37,0.4,3.1,0.51,9.8
white,4,6.7,0.64,0.3,3.16,0.6,12.9
white,6,7.2,0.37,0.4,3.1,0.51,9.8
white,7,6.1,0.3,0.3,3.39,0.43,12.7
white,5,7.6,0.28,0.49,3.01,0.44,8.5
white,8,6.3,0.29,0.28,3.24,0.56,12.7
white,8,6.2,0.28,0.28,2.98,0.64,13.1
white,5,7.1,0.18,0.39,3.35,0.78,9.1
white,6,6.4,0.32,0.27,3.36,0.71,12.5
white,6,7.1,0.17,0.4,3.34,0.78,9.1
white,6,7.1,0.17,0.4,3.34,0.78,9.1
white,6,5.8,0.24,0.26,3.33,0.5,11.2
white,6,6.4,0.32,0.27,3.36,0.71,12.5
white,5,7.1,0.18,0.39,3.35,0.78,9.1
white,6,7.1,0.17,0.4,3.34,0.78,9.1
white,6,7.1,0.18,0.39,3.34,0.77,9.1
white,5,7.8,0.29,0.29,3.24,0.35,11.5
white,7,6.2,0.255,0.27,3.05,0.59,12.9
white,6,8.2,0.34,0.29,2.95,0.39,12.5
white,6,6.5,0.24,0.28,3.25,0.33,12.3
white,6,6.9,0.24,0.23,3.1,0.85,11.4
white,5,6.7,0.4,0.22,3.22,0.45,9.4
white,5,6.7,0.3,0.44,3.11,0.53,9.1
white,5,6.7,0.4,0.22,3.22,0.45,9.4
white,5,6.8,0.17,0.32,3.16,0.66,12
white,5,7.1,0.25,0.28,3.18,0.53,11.1
white,7,5.9,0.27,0.27,3.1,0.33,11.8
white,6,6,0.16,0.22,3.24,0.32,11.4
white,5,6.7,0.3,0.44,3.11,0.53,9.1
white,8,6.6,0.15,0.32,3.19,0.71,12.1
white,6,7.3,0.34,0.3,3.15,0.44,10.4
white,6,6,0.17,0.29,3.12,0.36,9.2
white,7,6.7,0.47,0.29,3.29,0.46,13
white,8,6.6,0.15,0.32,3.19,0.71,12.1
white,7,6.6,0.21,0.29,2.93,0.43,11.5
white,7,6.6,0.21,0.29,2.93,0.43,11.5
white,5,8,0.24,0.48,3.23,0.7,10
white,6,5.6,0.34,0.3,3.25,0.49,11.1
white,5,5.8,0.54,0,3.26,0.35,12.4
white,6,7.3,0.23,0.24,2.9,0.38,12.2
white,5,6,0.39,0.13,3.06,0.52,10.6
white,7,6.1,0.105,0.31,3.41,0.41,11.1
white,7,5.8,0.32,0.2,3.36,0.78,13.9
white,6,7.6,0.22,0.28,2.99,0.3,9.2
white,6,6.8,0.19,0.4,2.98,0.56,10.5
white,8,6.7,0.24,0.3,3.04,0.59,11.3
white,6,6.8,0.17,0.34,3.24,0.45,12.9
white,7,6.2,0.3,0.31,3.26,0.39,12.9
white,5,6.9,0.29,0.41,3.12,0.51,9.6
white,6,6.8,0.19,0.34,3.25,0.45,12.9
white,6,6.8,0.17,0.34,3.24,0.45,12.9
white,5,6.6,0.24,0.27,3.04,0.45,8.8
white,8,6.6,0.16,0.36,3.23,0.34,13.2
white,6,7.6,0.22,0.28,2.99,0.3,9.2
white,8,6.7,0.24,0.3,3.04,0.59,11.3
white,6,6.8,0.19,0.4,2.98,0.56,10.5
white,6,6.7,0.16,0.36,3.3,0.59,10.5
white,8,6.5,0.3,0.27,3.2,0.6,12.6
white,6,6.5,0.22,0.19,3.05,0.5,9.5
white,6,6.2,0.36,0.45,3.31,0.56,9.8
white,8,6.2,0.37,0.24,3.04,0.26,13.4
white,7,7.6,0.31,0.24,3.05,0.44,11.8
white,6,6.2,0.36,0.45,3.31,0.56,9.8
white,7,5.9,0.32,0.28,3.22,0.57,13.1
white,8,6.5,0.3,0.27,3.2,0.6,12.6
white,5,5.8,0.22,0.3,3.26,0.45,10.4
white,8,5.4,0.45,0.27,3.22,0.27,13.4
white,7,6.1,0.36,0.26,3.06,0.27,13
white,8,6.2,0.37,0.24,3.04,0.26,13.4
white,7,7.5,0.21,0.32,3.11,0.52,10.2
white,6,6.9,0.28,0.33,3.07,0.39,11.7
white,6,6.5,0.22,0.19,3.05,0.5,9.5
white,6,7.8,0.2,0.2,3.03,0.46,11.7
white,8,6.7,0.28,0.31,3.04,0.47,11.4
white,7,7.6,0.31,0.24,3.05,0.44,11.8
white,6,8,0.2,0.44,3.09,0.32,11.2
white,7,6,0.28,0.27,3.19,0.44,13
white,7,6,0.28,0.27,3.19,0.44,13
white,6,6.7,0.24,0.36,3.34,0.52,10.9
white,7,6.3,0.22,0.28,3.14,0.37,11.6
white,7,6,0.24,0.28,3.3,0.54,11.3
white,6,7.7,0.43,1,3.29,0.5,12
white,6,6.4,0.3,0.36,3.38,0.53,10.5
white,7,6.1,0.33,0.3,3.31,0.4,13.1
white,7,6,0.28,0.27,3.19,0.44,13
white,6,6.7,0.24,0.36,3.34,0.52,10.9
white,5,6.7,0.29,0.45,3.14,0.57,9.1
white,7,6.9,0.33,0.31,3.18,0.48,13.4
white,7,6.5,0.16,0.34,3.33,0.64,11.5
white,7,6,0.2,0.32,3.38,0.68,11.2
white,6,7.5,0.33,0.28,3.36,0.57,10.9
white,7,7.1,0.36,0.28,3.19,0.44,13.5
white,5,6.7,0.29,0.45,3.14,0.57,9.1
white,6,6.4,0.26,0.25,3.17,0.55,9.9
white,6,7,0.22,0.24,2.98,0.56,10.5
white,7,6.5,0.19,0.28,3.18,0.51,11.7
white,6,6.3,0.21,0.31,3.49,0.68,11
white,6,7.9,0.35,0.28,2.99,0.43,13
white,6,7.7,0.38,0.23,2.93,0.41,13.6
white,7,6.8,0.19,0.33,3.08,0.62,12.3
